initial_alias,name
ENSMUSG00000118454,Wdr88
ENSMUSG00000109506,Gm44724
ENSMUSG00000102918,Pcdhgc3
ENSMUSG00000039987,Phtf2
ENSMUSG00000020097,Sgpl1
ENSMUSG00000082705,Gm15616
ENSMUSG00000101609,Kcnq1ot1
ENSMUSG00000060227,Golm2
ENSMUSG00000055373,Fut9
ENSMUSG00000035551,Igfbpl1
ENSMUSG00000005397,Nid1
ENSMUSG00000054196,Cthrc1
ENSMUSG00000020609,Apob
ENSMUSG00000066760,Psg16
ENSMUSG00000027864,Ptgfrn
ENSMUSG00000094520,Or51q1
ENSMUSG00000046402,Rbp1
ENSMUSG00000022297,Fzd6
ENSMUSG00000029780,Nt5c3
ENSMUSG00000073427,Gm4924
ENSMUSG00000020189,Osbpl8
ENSMUSG00000024487,Yipf5
ENSMUSG00000019971,Cep290
ENSMUSG00000033192,Lpcat2
ENSMUSG00000066122,Or13a17
ENSMUSG00000042029,Ncapg2
ENSMUSG00000112806,Gm48146
ENSMUSG00000103317,Gm38359
ENSMUSG00000056019,Zfp709
ENSMUSG00000060090,Rp2
ENSMUSG00000024074,Crim1
ENSMUSG00000024352,Spata24
ENSMUSG00000042567,Nek10
ENSMUSG00000079427,Mthfsl
ENSMUSG00000079343,C1s2
ENSMUSG00000070056,Mfhas1
ENSMUSG00000022971,Ifnar2
ENSMUSG00000105044,Gm10416
ENSMUSG00000054942,Miga1
ENSMUSG00000036769,Wdr44
ENSMUSG00000048249,Crebrf
ENSMUSG00000024943,Smc5
ENSMUSG00000020921,Tmem101
ENSMUSG00000104862,Gm6520
ENSMUSG00000083855,Or5d45
ENSMUSG00000084186,Rpl36-ps10
ENSMUSG00000109195,Gm45038
ENSMUSG00000105814,Mir703
ENSMUSG00000002881,Nab1
ENSMUSG00000043336,Filip1l
ENSMUSG00000024357,Sil1
ENSMUSG00000113032,Gm47578
ENSMUSG00000026674,Ddr2
ENSMUSG00000020521,Rnft1
ENSMUSG00000087303,Lipo2
ENSMUSG00000026064,Ptp4a1
ENSMUSG00000108689,Gm45354
ENSMUSG00000037855,Zfp365
ENSMUSG00000041141,Pnma8a
ENSMUSG00000080811,Gm14513
ENSMUSG00000019888,Mgat4c
ENSMUSG00000090486,BC035947
ENSMUSG00000021796,Bmpr1a
ENSMUSG00000005580,Adcy9
ENSMUSG00000020608,Smc6
ENSMUSG00000027006,Dnajc10
ENSMUSG00000009628,Tex15
ENSMUSG00000025451,Paip1
ENSMUSG00000117863,Vmn1r61
ENSMUSG00000047037,Nipa1
ENSMUSG00000023781,Hes7
ENSMUSG00000019787,Trdn
ENSMUSG00000097178,2310002F09Rik
ENSMUSG00000104966,Gm43273
ENSMUSG00002076809,Gm54754
ENSMUSG00000048234,Rnf149
ENSMUSG00000027195,Hsd17b12
ENSMUSG00000034981,Parm1
ENSMUSG00000042284,Itga1
ENSMUSG00000038267,Slc22a23
ENSMUSG00000032913,Lrig2
ENSMUSG00000032383,Ppib
ENSMUSG00000115210,Gm49308
ENSMUSG00000116903,Gm19522
ENSMUSG00000116866,Gm8938
ENSMUSG00000114535,Gm47246
ENSMUSG00000117294,Gm49839
ENSMUSG00000082341,Gm14143
ENSMUSG00000038633,Degs1
ENSMUSG00000019810,Fuca2
ENSMUSG00000043903,Zfp469
ENSMUSG00000073910,Mob3b
ENSMUSG00000022708,Zbtb20
ENSMUSG00000109536,9330162G02Rik
ENSMUSG00000004364,Cul3
ENSMUSG00000069301,H2ac11
ENSMUSG00000032076,Cadm1
ENSMUSG00000040396,Abhd13
ENSMUSG00000083830,Gm8839
ENSMUSG00000033629,Hacd3
ENSMUSG00000036934,4921524J17Rik
ENSMUSG00000022664,Slc35a5
ENSMUSG00000033671,Cep350
ENSMUSG00000066626,Gm5121
ENSMUSG00000024413,Npc1
ENSMUSG00000096099,Vmn1r220
ENSMUSG00000081196,Gm13858
ENSMUSG00000080710,Gm8107
ENSMUSG00000103295,Scp2-ps1
ENSMUSG00000103088,Pcdhgb6
ENSMUSG00000047040,Prr15l
ENSMUSG00000029716,Tfr2
ENSMUSG00000036356,Csgalnact1
ENSMUSG00000031376,Atp2b3
ENSMUSG00000097673,Gm26608
ENSMUSG00000022015,Tnfsf11
ENSMUSG00000079505,Gm11131
ENSMUSG00000036298,Slc2a13
ENSMUSG00000075570,Krt26
ENSMUSG00000022799,Arhgap31
ENSMUSG00000113511,Gm19046
ENSMUSG00000116969,Gm19771
ENSMUSG00000039239,Tgfb2
ENSMUSG00000066372,Vmn2r65
ENSMUSG00000112662,Gm47922
ENSMUSG00000021940,Ptpn20
ENSMUSG00000030898,Cckbr
ENSMUSG00000112502,Gm46194
ENSMUSG00000024164,C3
ENSMUSG00000102425,Gm26616
ENSMUSG00000100768,Gm29055
ENSMUSG00000096929,A330023F24Rik
ENSMUSG00000013338,Fer1l4
ENSMUSG00000109693,Gm45483
ENSMUSG00000049041,Or1r1
ENSMUSG00000097226,Gm26600
ENSMUSG00000012428,Steap4
ENSMUSG00000028926,Cdk14
ENSMUSG00000046924,Vmn1r179
ENSMUSG00000102741,Gm2979
ENSMUSG00000093661,Eif4e3
ENSMUSG00000029830,Svopl
ENSMUSG00000027505,Fam209
ENSMUSG00000110344,Smim36
ENSMUSG00000070498,Tmem132b
ENSMUSG00000065435,Mir135b
ENSMUSG00000110758,Gm48092
ENSMUSG00000099625,Gm29325
ENSMUSG00000116755,6430553K19Rik
ENSMUSG00000115659,Gm41138
ENSMUSG00000061048,Cdh3
ENSMUSG00000020303,Stc2
ENSMUSG00000029501,Ankle2
ENSMUSG00000062683,Atp5g2
ENSMUSG00000020583,Matn3
ENSMUSG00000071267,Zfp942
ENSMUSG00000005043,Sgsh
ENSMUSG00000033306,Lpp
ENSMUSG00000045975,C2cd2
ENSMUSG00000116883,Gm49700
ENSMUSG00000063804,Lin28b
ENSMUSG00000022205,Sub1
ENSMUSG00000090641,Zfp712
ENSMUSG00000033773,Rpap2
ENSMUSG00000035104,Eva1a
ENSMUSG00000029470,P2rx4
ENSMUSG00000079988,Gm11970
ENSMUSG00000003199,Mpnd
ENSMUSG00000075132,Or5d43
ENSMUSG00000022180,Slc7a8
ENSMUSG00000045005,Fzd5
ENSMUSG00000103159,F830112A20Rik
ENSMUSG00000069892,9930111J21Rik2
ENSMUSG00000027070,Lrp2
ENSMUSG00000028246,Faxc
ENSMUSG00000082039,Gm15653
ENSMUSG00000040713,Creg1
ENSMUSG00000025544,Tm9sf2
ENSMUSG00000069793,Slfn9
ENSMUSG00000099454,Gm8367
ENSMUSG00000050732,Vamp8
ENSMUSG00000027248,Pdia3
ENSMUSG00000023960,Enpp5
ENSMUSG00000049624,Slc17a5
ENSMUSG00000087677,Gm15226
ENSMUSG00000037921,Ddx60
ENSMUSG00000026872,Zeb2
ENSMUSG00000006010,Odr4
ENSMUSG00000107937,Gm44200
ENSMUSG00000097587,4930578M01Rik
ENSMUSG00000064871,Snord58b
ENSMUSG00000110773,Gm39326
ENSMUSG00000037033,Clca3b
ENSMUSG00000109196,Gm44715
ENSMUSG00000049576,Zfa-ps
ENSMUSG00000105358,Gm43099
ENSMUSG00000115744,Vmn1r80
ENSMUSG00000093650,Gm20631
ENSMUSG00000019806,Aig1
ENSMUSG00000080723,Gm12564
ENSMUSG00000112788,Gm47821
ENSMUSG00000029700,Slc13a1
ENSMUSG00000079022,Col22a1
ENSMUSG00000017550,Atad5
ENSMUSG00000032849,Abcc4
ENSMUSG00000027204,Fbn1
ENSMUSG00000062949,Atp11c
ENSMUSG00000024048,Myl12a
ENSMUSG00000109295,Gm5739
ENSMUSG00000109498,Gm45222
ENSMUSG00000004319,Clcn3
ENSMUSG00000052713,Zfp608
ENSMUSG00000043061,Tmem18
ENSMUSG00000026565,Pou2f1
ENSMUSG00000027111,Itga6
ENSMUSG00000114081,Gm48904
ENSMUSG00000115971,Gm10856
ENSMUSG00000118155,Gm50136
ENSMUSG00000085438,Oip5os1
ENSMUSG00000114960,Gm47649
ENSMUSG00000002475,Abhd3
ENSMUSG00000083661,Gm11473
ENSMUSG00000033083,Tbc1d4
ENSMUSG00000082112,Gm14445
ENSMUSG00000100241,Slc18a3
ENSMUSG00000090761,Gm17201
ENSMUSG00000020241,Col6a2
ENSMUSG00000030335,Mrpl51
ENSMUSG00000028522,Mier1
ENSMUSG00000027630,Tbl1xr1
ENSMUSG00000080996,Gm4986
ENSMUSG00000041688,Amot
ENSMUSG00000025203,Scd2
ENSMUSG00000047694,Yipf6
ENSMUSG00000030452,Nipa2
ENSMUSG00000025255,Zfhx4
ENSMUSG00000025959,Klf7
ENSMUSG00000025757,Hspa4l
ENSMUSG00000055945,Prr18
ENSMUSG00000096111,Gm21917
ENSMUSG00000081945,Or52d13
ENSMUSG00000020872,Tac4
ENSMUSG00000029802,Abcg2
ENSMUSG00000073678,Pgap1
ENSMUSG00000079038,D130040H23Rik
ENSMUSG00000050912,Tmem123
ENSMUSG00000041891,Lman1
ENSMUSG00000109379,Gm44550
ENSMUSG00000102289,Gm31258
ENSMUSG00000032796,Lama1
ENSMUSG00000027792,Bche
ENSMUSG00000086046,1700095A21Rik
ENSMUSG00000016256,Ctsz
ENSMUSG00000082244,Gm8503
ENSMUSG00000031509,Spaca7b
ENSMUSG00000022110,Sucla2
ENSMUSG00000035725,Prkx
ENSMUSG00000065273,Gm25128
ENSMUSG00000028088,Fmo5
ENSMUSG00000020580,Rock2
ENSMUSG00000029156,Sgcb
ENSMUSG00000031601,Cnot7
ENSMUSG00000103657,Gm37204
ENSMUSG00000031668,Eif2ak3
ENSMUSG00000049550,Clip1
ENSMUSG00000084350,Znf41-ps
ENSMUSG00000027326,Knl1
ENSMUSG00000032902,Slc16a1
ENSMUSG00000034801,Sos2
ENSMUSG00000031333,Abcb7
ENSMUSG00000112689,Gm47476
ENSMUSG00000032050,Rdx
ENSMUSG00000032740,Ccdc88a
ENSMUSG00000036478,Btg1
ENSMUSG00000006941,Eif1b
ENSMUSG00000028578,Caap1
ENSMUSG00000037432,Fer1l5
ENSMUSG00000042323,Pbrm1
ENSMUSG00000029263,Pigg
ENSMUSG00000056537,Rlim
ENSMUSG00000110138,4831440D22Rik
ENSMUSG00000097809,Gm26554
ENSMUSG00000097079,Gm26604
ENSMUSG00000062791,Gm382
ENSMUSG00000105713,Gm43827
ENSMUSG00000042359,Osbpl6
ENSMUSG00000101251,Gm3496
ENSMUSG00000038204,Asb10
ENSMUSG00000030963,Umod
ENSMUSG00000109368,Gm45015
ENSMUSG00000091662,Vmn1r69
ENSMUSG00000085589,A430078I02Rik
ENSMUSG00000074248,4930432M17Rik
ENSMUSG00000085822,Gm15584
ENSMUSG00000097726,9530036O11Rik
ENSMUSG00000045515,Pou3f3
ENSMUSG00000116508,Gm49463
ENSMUSG00000105032,Gm43117
ENSMUSG00000075184,F930017D23Rik
ENSMUSG00000107576,Gm44093
ENSMUSG00000118114,Gm50332
ENSMUSG00000108152,Gm44152
ENSMUSG00000026686,Lmx1a
ENSMUSG00000109752,Gm18597
ENSMUSG00000048215,A630023P12Rik
ENSMUSG00000033508,Asprv1
ENSMUSG00000022112,Gpc5
ENSMUSG00000027868,Tbx15
ENSMUSG00000020155,Kcnmb1
ENSMUSG00000113543,Gm36264
ENSMUSG00000099812,Gm28515
ENSMUSG00000086382,Chrna1os
ENSMUSG00000090662,Vmn2r45
ENSMUSG00000070828,Zscan4f
ENSMUSG00000109924,Gm18781
ENSMUSG00000108693,Gm45153
ENSMUSG00000099804,Gm28497
ENSMUSG00000106623,Gm43335
ENSMUSG00000105946,Gm43776
ENSMUSG00000084999,Gm15839
ENSMUSG00000116145,5730521K06Rik
ENSMUSG00000107642,Tas2r141-ps4
ENSMUSG00000109337,Gm45047
ENSMUSG00000113221,Gm18880
ENSMUSG00000108973,Gm44555
ENSMUSG00000082523,Gm12667
ENSMUSG00000056696,Or5bw2
ENSMUSG00000022696,Sidt1
ENSMUSG00000042796,Or5m3
ENSMUSG00000114128,Gm47452
ENSMUSG00000000126,Wnt9a
ENSMUSG00000104793,Gm43756
ENSMUSG00000107021,Gm42853
ENSMUSG00000112351,Gm48326
ENSMUSG00000110786,Gm5119
ENSMUSG00000044923,Or5m5
ENSMUSG00000041872,Il17f
ENSMUSG00000107477,Gm44366
ENSMUSG00000082254,Gm11922
ENSMUSG00000090293,Gm17034
ENSMUSG00000107809,Gm44209
ENSMUSG00000039981,Zc3h12d
ENSMUSG00000075187,Or8j3b
ENSMUSG00000021943,Gdf10
ENSMUSG00000106883,Gm34091
ENSMUSG00000023206,Il15ra
ENSMUSG00000104806,Gm42566
ENSMUSG00000095664,Vmn2r67
ENSMUSG00000104619,Gm42678
ENSMUSG00000034387,Ssu2
ENSMUSG00000081812,Gm4789
ENSMUSG00000112960,Gm47254
ENSMUSG00000085827,Gm11290
ENSMUSG00000072487,Mroh5
ENSMUSG00000114418,Gm18883
ENSMUSG00000056752,Dnah9
ENSMUSG00000054988,Agtr1b
ENSMUSG00000081191,Gm11271
ENSMUSG00000050102,Vmn1r235
ENSMUSG00000064964,Gm25147
ENSMUSG00000072584,Gm7489
ENSMUSG00000107199,Gm42550
ENSMUSG00000114028,9630002D21Rik
ENSMUSG00000105042,Gm42509
ENSMUSG00000051354,Samd3
ENSMUSG00000023926,Rhag
ENSMUSG00000022583,Ly6f
ENSMUSG00000009108,Gnat2
ENSMUSG00000113191,Gm48343
ENSMUSG00000109870,Gm35850
ENSMUSG00000114674,Gm19239
ENSMUSG00000113630,4930404H11Rik
ENSMUSG00002076829,Gm56078
ENSMUSG00000113302,Gm32219
ENSMUSG00000018263,Tbx5
ENSMUSG00000051156,Or10q1b
ENSMUSG00000081331,Gm15151
ENSMUSG00000099946,Gm9496
ENSMUSG00000105543,Gm43169
ENSMUSG00000094079,Rpl23a-ps12
ENSMUSG00000086165,Gm15690
ENSMUSG00000103356,Gm37595
ENSMUSG00000108409,1700025J12Rik
ENSMUSG00000022123,Scel
ENSMUSG00000084125,Gm8757
ENSMUSG00000075210,Or9g3
ENSMUSG00000108113,Zim2
ENSMUSG00000113649,Gm47665
ENSMUSG00000084201,Gm11926
ENSMUSG00000114952,Gm29717
ENSMUSG00000105280,Pgk1-ps3
ENSMUSG00000094353,Or8g50
ENSMUSG00000109574,B230206I08Rik
ENSMUSG00000060777,Gm10087
ENSMUSG00000105974,Gm43318
ENSMUSG00000078998,Bpifa6
ENSMUSG00000069540,Gm4925
ENSMUSG00000070101,Mir341
ENSMUSG00000103216,Gm37248
ENSMUSG00002075125,Gm54606
ENSMUSG00000101344,Gm29183
ENSMUSG00000097462,9530026P05Rik
ENSMUSG00000097085,Gm26634
ENSMUSG00000105983,Gm42770
ENSMUSG00000085429,Gm13485
ENSMUSG00000082840,Gm16421
ENSMUSG00000118336,Gm50172
ENSMUSG00000054320,Lrrc36
ENSMUSG00000104241,Gm9442
ENSMUSG00000073928,Or52h9
ENSMUSG00000083386,Gm15426
ENSMUSG00000087429,Gm16235
ENSMUSG00000095717,Eif1ad11
ENSMUSG00000095609,Gm21188
ENSMUSG00000081583,Gm14769
ENSMUSG00000103973,BC055308
ENSMUSG00000048655,Ccdc169
ENSMUSG00000116959,Gm49604
ENSMUSG00000042812,Foxf1
ENSMUSG00000047910,Pcdhb16
ENSMUSG00000024728,Ms4a19
ENSMUSG00000064720,Gm25856
ENSMUSG00002076115,Gm55381
ENSMUSG00000104068,Gm37199
ENSMUSG00000047033,Pcdhb15
ENSMUSG00000031173,Otc
ENSMUSG00000118285,Gm46618
ENSMUSG00000112658,Gm47395
ENSMUSG00000065436,Mir342
ENSMUSG00000119265,Gm25781
ENSMUSG00000106995,Gm33167
ENSMUSG00000118356,Gm50353
ENSMUSG00000112181,Gm47538
ENSMUSG00000084184,Gm13474
ENSMUSG00000034456,Uroc1
ENSMUSG00000039639,Kcne1
ENSMUSG00000087294,Gm13556
ENSMUSG00000047545,Or52ae9
ENSMUSG00000060621,Nkpd1
ENSMUSG00000102661,Gm34816
ENSMUSG00000116569,Gm49620
ENSMUSG00000112678,Gm47492
ENSMUSG00000092054,Kif4-ps
ENSMUSG00000105443,Gm43837
ENSMUSG00000108810,Gm44629
ENSMUSG00000005681,Apoa2
ENSMUSG00000096640,Gm4312
ENSMUSG00000083587,Gm14741
ENSMUSG00000094553,Vmn1r50
ENSMUSG00000085820,4933406K04Rik
ENSMUSG00000028369,Svep1
ENSMUSG00000112895,Gm47567
ENSMUSG00000102466,Gm38200
ENSMUSG00000104168,Gm38250
ENSMUSG00000112711,Gm32552
ENSMUSG00000075384,Or1j1
ENSMUSG00000045792,Or51g1
ENSMUSG00000057037,Cfhr1
ENSMUSG00000069516,Lyz2
ENSMUSG00000060888,Or51f1
ENSMUSG00000010311,Optc
ENSMUSG00000105079,Gm43715
ENSMUSG00000064215,Ifi27
ENSMUSG00000082146,Rpl23a-ps13
ENSMUSG00000029375,Cxcl15
ENSMUSG00000021596,Mctp1
ENSMUSG00000097738,4930445N18Rik
ENSMUSG00000026072,Il1r1
ENSMUSG00000083470,Nsa2-ps2
ENSMUSG00000116871,Gm33912
ENSMUSG00000116752,Gm49622
ENSMUSG00000117638,Gm34743
ENSMUSG00000091045,Vmn2r55
ENSMUSG00000118324,Gm50187
ENSMUSG00000114588,Gm6411
ENSMUSG00000072974,Gm4787
ENSMUSG00000113575,A930023M06Rik
ENSMUSG00000114088,Gm47898
ENSMUSG00000044716,Dok7
ENSMUSG00000081379,Gm14771
ENSMUSG00000102704,Gm38309
ENSMUSG00000048562,Sp8
ENSMUSG00000045102,Poln
ENSMUSG00000086467,4930571N24Rik
ENSMUSG00000093775,Vmn2r-ps114
ENSMUSG00000110425,Gm32390
ENSMUSG00000110534,Gm45708
ENSMUSG00000107874,Prpmp5
ENSMUSG00000027015,Cybrd1
ENSMUSG00000114568,Gm48732
ENSMUSG00000112843,Gm46224
ENSMUSG00002076902,Gm55070
ENSMUSG00000104303,Gm36976
ENSMUSG00000092752,Mir3473a
ENSMUSG00000094371,Gm7905
ENSMUSG00000065344,Gm25581
ENSMUSG00000103641,Gm19024
ENSMUSG00000057123,Gja5
ENSMUSG00000105618,Gm42916
ENSMUSG00000105501,5330426L24Rik
ENSMUSG00000104173,Gm37703
ENSMUSG00000096938,9530052E02Rik
ENSMUSG00000044022,Pcdhb21
ENSMUSG00000050982,Apol10a
ENSMUSG00000104698,Gm42602
ENSMUSG00000105550,Gm35585
ENSMUSG00000116283,Gm49412
ENSMUSG00000033208,S100b
ENSMUSG00000108547,Gm45186
ENSMUSG00000112313,Gm5951
ENSMUSG00000070448,Vmn2r89
ENSMUSG00000095827,Gm5283
ENSMUSG00000034842,Art3
ENSMUSG00000105503,Gm42982
ENSMUSG00000050215,Or13e8
ENSMUSG00000118486,Gm30172
ENSMUSG00000033182,Kbtbd12
ENSMUSG00000111999,Gm5080
ENSMUSG00000025091,Pnliprp2
ENSMUSG00000094689,Ighv1-81
ENSMUSG00000113184,Gm49654
ENSMUSG00000036816,Atoh7
ENSMUSG00000117286,Gm1043
ENSMUSG00000105628,Gm43350
ENSMUSG00000005107,Slc2a9
ENSMUSG00000081631,Gm12005
ENSMUSG00000102709,Gm38308
ENSMUSG00000090307,1700071M16Rik
ENSMUSG00000112582,Rpl19-ps2
ENSMUSG00000108293,Pla2g4c-ps
ENSMUSG00000102607,Gm37265
ENSMUSG00000081866,Gm12401
ENSMUSG00000040966,Slc22a2
ENSMUSG00000113141,Gm47748
ENSMUSG00000105789,Gm42997
ENSMUSG00000099954,Gm28112
ENSMUSG00000114142,Gm47264
ENSMUSG00000106661,Gm42832
ENSMUSG00000108891,Or4f4-ps1
ENSMUSG00000041120,Nbl1
ENSMUSG00000087312,Gm13833
ENSMUSG00000114626,Gm48266
ENSMUSG00000103741,Gm38241
ENSMUSG00000065431,Mir186
ENSMUSG00000085847,Gm14540
ENSMUSG00000114302,Gm48683
ENSMUSG00000098609,Anxa11os
ENSMUSG00000038580,Sct
ENSMUSG00000086820,Gm11465
ENSMUSG00000103261,Gm36981
ENSMUSG00000113325,Gm48080
ENSMUSG00000114502,Gm40975
ENSMUSG00000114617,Gm48766
ENSMUSG00000117497,1700116H05Rik
ENSMUSG00000097239,Gm27029
ENSMUSG00000030218,Mgp
ENSMUSG00000044854,1700056E22Rik
ENSMUSG00000075395,A630010A05Rik
ENSMUSG00002075243,Gm55993
ENSMUSG00000038067,Csf3
ENSMUSG00000102940,Gm37551
ENSMUSG00000082591,Gm11558
ENSMUSG00000059375,Vmn1r33
ENSMUSG00000085732,Gm4279
ENSMUSG00000038015,Prm2
ENSMUSG00000067292,None
ENSMUSG00000050765,Gm5084
ENSMUSG00000100687,Gm18357
ENSMUSG00000037139,Myom3
ENSMUSG00000083238,Hspe1-ps4
ENSMUSG00000064612,Gm26457
ENSMUSG00000107212,Gm5302
ENSMUSG00000053012,Krcc1
ENSMUSG00000087013,2610027K06Rik
ENSMUSG00000061330,Gm6436
ENSMUSG00000102533,Gm37226
ENSMUSG00000114612,Gm47550
ENSMUSG00000059562,Ccdc154
ENSMUSG00000081913,Gm11803
ENSMUSG00000084411,Gm11510
ENSMUSG00000111166,Tpi-rs4
ENSMUSG00000097401,Gm26744
ENSMUSG00000003948,Mmd
ENSMUSG00000100396,Gm29367
ENSMUSG00000080872,Gm11506
ENSMUSG00000074981,Dcdc5
ENSMUSG00000109690,Gm6376
ENSMUSG00000110845,Gm47481
ENSMUSG00000097466,D430036J16Rik
ENSMUSG00000079679,Vwde
ENSMUSG00000117820,Gm50305
ENSMUSG00000084164,Gm13902
ENSMUSG00000041248,Kcnj1
ENSMUSG00000096094,A630095N17Rik
ENSMUSG00000074870,Cts3
ENSMUSG00000115847,Gm49050
ENSMUSG00000078365,Mos
ENSMUSG00000076937,Iglc2
ENSMUSG00000062488,Ifit3b
ENSMUSG00000109627,Gm45590
ENSMUSG00000114667,Ctsm-ps
ENSMUSG00000098924,Gm27245
ENSMUSG00000028717,Tal1
ENSMUSG00000104012,Gm37364
ENSMUSG00000111673,Gm29724
ENSMUSG00000056222,Spock1
ENSMUSG00000108917,Gm38451
ENSMUSG00000023350,Phf8-ps
ENSMUSG00000110864,Gm31374
ENSMUSG00000118366,9130016M20Rik
ENSMUSG00000064036,Mro
ENSMUSG00000111814,Or8c18
ENSMUSG00000109313,Gm44693
ENSMUSG00000096231,Gm22584
ENSMUSG00000048534,Jaml
ENSMUSG00000112271,Gm9088
ENSMUSG00000092512,Gm4152
ENSMUSG00000051879,Krt71
ENSMUSG00000116021,Gm49474
ENSMUSG00000034028,Cd226
ENSMUSG00000105199,Gm43581
ENSMUSG00000104485,Gm38065
ENSMUSG00000073764,Gm12888
ENSMUSG00000095670,Vmn1r30
ENSMUSG00000109529,Gm44801
ENSMUSG00000091541,Vmn1r9
ENSMUSG00000117576,Gm5241
ENSMUSG00000060647,Gm7099
ENSMUSG00000111107,Gm48737
ENSMUSG00000111854,Gm48740
ENSMUSG00000082891,Gm12881
ENSMUSG00000111308,Gm48710
ENSMUSG00000031497,Tnfsf13b
ENSMUSG00000110992,Gm35371
ENSMUSG00000094745,Or8g34
ENSMUSG00000021541,Trpc7
ENSMUSG00000094778,Or8c8
ENSMUSG00000053181,A830005F24Rik
ENSMUSG00000096167,Or8b39
ENSMUSG00000090627,Gm8356
ENSMUSG00000117566,Gm9407
ENSMUSG00000087694,A530058N18Rik
ENSMUSG00000082997,Gm13975
ENSMUSG00000117291,Gm18271
ENSMUSG00000119892,Gm23971
ENSMUSG00000099338,2810030D12Rik
ENSMUSG00000083241,Gm13259
ENSMUSG00000022315,Slc30a8
ENSMUSG00000110064,Gm18320
ENSMUSG00000051050,Spink14
ENSMUSG00000117830,Gm50400
ENSMUSG00000102822,1700113B19Rik
ENSMUSG00000114585,Gm32401
ENSMUSG00000058022,Adtrp
ENSMUSG00000113957,Gm9257
ENSMUSG00000105638,4930408K08Rik
ENSMUSG00000044359,P2ry4
ENSMUSG00000113956,Gm19368
ENSMUSG00000081778,Gm6325
ENSMUSG00000031217,Efnb1
ENSMUSG00000058656,Samd12
ENSMUSG00000097610,A930012L18Rik
ENSMUSG00000109312,Gm44682
ENSMUSG00000114449,Gm48325
ENSMUSG00000075394,Hoxc4
ENSMUSG00000115303,Gm4291
ENSMUSG00000107796,Gm44068
ENSMUSG00000115709,4930431P22Rik
ENSMUSG00000114384,4930455J16Rik
ENSMUSG00000117865,Gm50137
ENSMUSG00000073947,Or51ah3
ENSMUSG00000097155,Gm26511
ENSMUSG00000084987,Gm13134
ENSMUSG00000092292,Or14j2
ENSMUSG00000100266,Gm5372
ENSMUSG00000099616,4932413F04Rik
ENSMUSG00000105150,Gm43615
ENSMUSG00000097819,Gm26813
ENSMUSG00000083297,Vmn1r-ps114
ENSMUSG00000050944,Efcab5
ENSMUSG00000083614,Gm12795
ENSMUSG00000092271,Vmn1r-ps46
ENSMUSG00000111364,Gm36745
ENSMUSG00000027784,Ppm1l
ENSMUSG00000024786,Majin
ENSMUSG00000093610,Cyp2c53-ps
ENSMUSG00000100053,Gm28154
ENSMUSG00000106547,B230303O12Rik
ENSMUSG00000050100,Hmx2
ENSMUSG00000102841,Gm38036
ENSMUSG00000057735,Or4c99
ENSMUSG00000109774,Gm45602
ENSMUSG00000092570,Plut
ENSMUSG00000117800,1700122C19Rik
ENSMUSG00000064408,Gm23924
ENSMUSG00000104036,Gm37775
ENSMUSG00000111383,Gm18914
ENSMUSG00000031375,Bgn
ENSMUSG00000107760,Gm44401
ENSMUSG00000102408,4930568G15Rik
ENSMUSG00000051827,Rhox2a
ENSMUSG00000028525,Pde4b
ENSMUSG00000115283,Gm49252
ENSMUSG00000102324,Gm19721
ENSMUSG00000098165,Gm26977
ENSMUSG00000004366,Sst
ENSMUSG00000087881,Gm22442
ENSMUSG00000069823,Or1e16
ENSMUSG00000042262,Ccr8
ENSMUSG00000083560,Gm14939
ENSMUSG00000081984,Dnajb3
ENSMUSG00000117164,Gm49951
ENSMUSG00000083725,Gm11865
ENSMUSG00000038498,Catsper1
ENSMUSG00000104671,Gm43062
ENSMUSG00000031963,Bmper
ENSMUSG00000106342,Gm42891
ENSMUSG00000092404,Gm9921
ENSMUSG00000089607,Gm22500
ENSMUSG00000111258,Gm34397
ENSMUSG00002076655,Gm54514
ENSMUSG00000006522,Itih3
ENSMUSG00002075143,Gm55694
ENSMUSG00000108426,Or14p1
ENSMUSG00000110328,Gm45574
ENSMUSG00000055301,Adh7
ENSMUSG00000105359,Rpl21-ps10
ENSMUSG00000018844,Fndc8
ENSMUSG00000091407,Vmn2r117
ENSMUSG00000104301,Wdr49
ENSMUSG00000050066,A130023I24Rik
ENSMUSG00000113229,Gm18442
ENSMUSG00000022372,Sla
ENSMUSG00000082266,Gm12303
ENSMUSG00000109917,Gm45671
ENSMUSG00000107005,9030607J07Rik
ENSMUSG00000031991,Spata19
ENSMUSG00000070891,Gm12689
ENSMUSG00000028073,Pear1
ENSMUSG00000051729,Gm5087
ENSMUSG00000117037,Gm50433
ENSMUSG00000105740,Gm42685
ENSMUSG00000109013,Gm44723
ENSMUSG00000111324,Gm31410
ENSMUSG00000105229,Gm43149
ENSMUSG00000081110,Gm12745
ENSMUSG00000101443,Rhoay-ps1
ENSMUSG00000117350,Gm49975
ENSMUSG00000107450,Gm2522
ENSMUSG00000102814,Gm37812
ENSMUSG00000103277,Gm37916
ENSMUSG00000102809,Gm8643
ENSMUSG00000031621,Isx
ENSMUSG00000103375,Gm37181
ENSMUSG00000081723,Gm15931
ENSMUSG00000020891,Alox8
ENSMUSG00000085272,Sbk3
ENSMUSG00000075117,Or4p23
ENSMUSG00000023022,Lima1
ENSMUSG00000053774,Ubxn7
ENSMUSG00000029234,Tmem165
ENSMUSG00000005871,Apc
